"n","rho","method","variable","selection_rate","true_positive_rate","type_II_error","false_positive_rate","type_I_error","mean_beta_hat_uncond","bias_uncond","mean_beta_hat_selected","bias_selected","coverage_selected","coverage_uncond"
250,0.7,"Backward p-value","X11",0.3114,NA,NA,0.3114,0.0614,0.00291996903511927,0.00291996903511927,0.0093769076272295,0.0093769076272295,0.802825947334618,0.25
250,0.7,"Backward p-value","X12",0.3164,NA,NA,0.3164,0.0635,0.00213153848154022,0.00213153848154022,0.00673684728678958,0.00673684728678958,0.799304677623262,0.2529
250,0.7,"Backward p-value","X13",0.3225,NA,NA,0.3225,0.0646,0.0018668445781087,0.0018668445781087,0.00578866535847659,0.00578866535847659,0.79968992248062,0.2579
250,0.7,"Backward p-value","X14",0.3151,NA,NA,0.3151,0.0654,0.000696519106848593,0.000696519106848593,0.00221047003125545,0.00221047003125545,0.792446842272295,0.2497
250,0.7,"Backward p-value","X15",0.3103,NA,NA,0.3103,0.0651,-0.000956035130186983,-0.000956035130186983,-0.0030810026754334,-0.0030810026754334,0.790203029326458,0.2452
250,0.7,"Backward p-value","X16",0.3128,NA,NA,0.3128,0.0655,0.000886933271029048,0.000886933271029048,0.00283546442144836,0.00283546442144836,0.790601023017903,0.2473
250,0.7,"Backward p-value","X17",0.3144,NA,NA,0.3144,0.0665,0.000330704686530379,0.000330704686530379,0.00105185968998212,0.00105185968998212,0.788486005089059,0.2479
250,0.7,"Backward p-value","X18",0.3104,NA,NA,0.3104,0.0614,0.000420172392971242,0.000420172392971242,0.0013536481732321,0.0013536481732321,0.802190721649485,0.249
250,0.7,"Backward p-value","X19",0.3237,NA,NA,0.3237,0.0627,0.00100115837175216,0.00100115837175216,0.00309285873262949,0.00309285873262949,0.806302131603336,0.261
250,0.7,"Backward p-value","X2",0.9692,0.9692,0.0308,NA,NA,0.330293960642147,-0.00303937269118672,0.340790301941959,0.00745696860862561,0.961617829137433,0.932
250,0.7,"Backward p-value","X20",0.3178,NA,NA,0.3178,0.061,0.000779922286578991,0.000779922286578991,0.00245412928438952,0.00245412928438952,0.808055380742605,0.2568
250,0.7,"Backward p-value","X3",0.9986,0.9986,0.00139999999999996,NA,NA,0.499019424092395,-0.000980575907605242,0.499719030735424,-0.000280969264575648,0.936110554776687,0.9348
250,0.7,"Backward p-value","X4",1,1,0,NA,NA,0.667048179384439,0.000381512717772632,0.667048179384439,0.000381512717772632,0.9329,0.9329
250,0.7,"Backward p-value","X5",1,1,0,NA,NA,0.832689753035797,-0.000643580297535994,0.832689753035797,-0.000643580297535994,0.9371,0.9371
250,0.7,"Backward p-value","X6",0.3137,NA,NA,0.3137,0.0605,0.00146939501148241,0.00146939501148241,0.0046840771803711,0.0046840771803711,0.807140580172139,0.2532
250,0.7,"Backward p-value","X7",0.3113,NA,NA,0.3113,0.0645,0.00083366477498293,0.00083366477498293,0.00267801084157703,0.00267801084157703,0.7928043687761,0.2468
250,0.7,"Backward p-value","X8",0.3131,NA,NA,0.3131,0.0629,0.00198344230572111,0.00198344230572111,0.00633485246158132,0.00633485246158132,0.799105717023315,0.2502
250,0.7,"Backward p-value","X9",0.3149,NA,NA,0.3149,0.0621,0.000909783064527511,0.000909783064527511,0.00288911738497145,0.00288911738497145,0.802794537948555,0.2528
250,0.7,"Elastic Net lambda.1se","X1",0.8929,0.8929,0.1071,NA,NA,0.119832031126596,-0.0468346355400709,0.134205433001003,-0.0324612336656635,0.991936387053421,0.8857
250,0.7,"Elastic Net lambda.1se","X10",0.4204,NA,NA,0.4204,0.0079,0.0206743024829652,0.0206743024829652,0.0491776938224673,0.0491776938224673,0.981208372978116,0.4125
250,0.7,"Elastic Net lambda.1se","X11",0.4144,NA,NA,0.4144,0.0075,0.0209504210555746,0.0209504210555746,0.0505560353657689,0.0505560353657689,0.981901544401544,0.4069
250,0.7,"Elastic Net lambda.1se","X12",0.4207,NA,NA,0.4207,0.008,0.0217515368913906,0.0217515368913906,0.0517032015483494,0.0517032015483494,0.980984074162111,0.4127
250,0.7,"Elastic Net lambda.1se","X13",0.4216,NA,NA,0.4216,0.0074,0.0213385942522374,0.0213385942522374,0.0506133639758951,0.0506133639758951,0.982447817836812,0.4142
250,0.7,"Elastic Net lambda.1se","X14",0.4151,NA,NA,0.4151,0.007,0.0210186397304092,0.0210186397304092,0.0506351234170302,0.0506351234170302,0.983136593591906,0.4081
250,0.7,"Elastic Net lambda.1se","X15",0.4168,NA,NA,0.4168,0.0063,0.0200912123930286,0.0200912123930286,0.0482034846281875,0.0482034846281875,0.984884836852207,0.4105
250,0.7,"Elastic Net lambda.1se","X16",0.4184,NA,NA,0.4184,0.0071,0.0212110916863278,0.0212110916863278,0.0506957258277434,0.0506957258277434,0.983030592734226,0.4113
250,0.7,"Elastic Net lambda.1se","X17",0.4107,NA,NA,0.4107,0.0068,0.0214304860569107,0.0214304860569107,0.052180389717338,0.052180389717338,0.983442902361821,0.4039
250,0.7,"Elastic Net lambda.1se","X18",0.4169,NA,NA,0.4169,0.0068,0.0208757959552897,0.0208757959552897,0.0500738689260966,0.0500738689260966,0.983689134084912,0.4101
250,0.7,"Elastic Net lambda.1se","X19",0.4133,NA,NA,0.4133,0.0068,0.0214657679904826,0.0214657679904826,0.0519374981623097,0.0519374981623097,0.983547060246794,0.4065
250,0.7,"Elastic Net lambda.1se","X2",0.9973,0.9973,0.00270000000000004,NA,NA,0.272812622137032,-0.0605207111963018,0.273551210405125,-0.0597821229282079,0.927303720044119,0.9248
250,0.7,"Elastic Net lambda.1se","X20",0.4176,NA,NA,0.4176,0.0072,0.0207888828417349,0.0207888828417349,0.0497818075712044,0.0497818075712044,0.982758620689655,0.4104
250,0.7,"Elastic Net lambda.1se","X3",1,1,0,NA,NA,0.438986211690169,-0.0610137883098311,0.438986211690169,-0.0610137883098311,0.9239,0.9239
250,0.7,"Elastic Net lambda.1se","X4",1,1,0,NA,NA,0.607052976624776,-0.0596136900418907,0.607052976624776,-0.0596136900418907,0.9214,0.9214
250,0.7,"Elastic Net lambda.1se","X5",1,1,0,NA,NA,0.773401388874364,-0.0599319444589691,0.773401388874364,-0.0599319444589691,0.9242,0.9242
250,0.7,"Elastic Net lambda.1se","X6",0.4258,NA,NA,0.4258,0.0064,0.0207515868378115,0.0207515868378115,0.0487355256876739,0.0487355256876739,0.984969469234382,0.4194
250,0.7,"Elastic Net lambda.1se","X7",0.415,NA,NA,0.415,0.0061,0.0207537458221594,0.0207537458221594,0.0500090260774926,0.0500090260774926,0.985301204819277,0.4089
250,0.7,"Elastic Net lambda.1se","X8",0.4155,NA,NA,0.4155,0.0087,0.0207769518722249,0.0207769518722249,0.0500046976467507,0.0500046976467507,0.979061371841155,0.4068
250,0.7,"Elastic Net lambda.1se","X9",0.4083,NA,NA,0.4083,0.0063,0.0208270095593808,0.0208270095593808,0.0510090853768817,0.0510090853768817,0.984570168993387,0.402
250,0.7,"Elastic Net lambda.min","X1",0.8614,0.8614,0.1386,NA,NA,0.132619920201418,-0.0340467464652489,0.153958579291175,-0.0127080873754921,0.981657766426747,0.8456
250,0.7,"Elastic Net lambda.min","X10",0.4107,NA,NA,0.4107,0.0392,0.0159934423508249,0.0159934423508249,0.038941909790175,0.038941909790175,0.904553201850499,0.3715
250,0.7,"Elastic Net lambda.min","X11",0.4014,NA,NA,0.4014,0.0387,0.0171205342849135,0.0171205342849135,0.0426520535249464,0.0426520535249464,0.903587443946188,0.3627
250,0.7,"Elastic Net lambda.min","X12",0.4102,NA,NA,0.4102,0.0388,0.017549985373158,0.017549985373158,0.0427839721432423,0.0427839721432423,0.905411994149195,0.3714
250,0.7,"Elastic Net lambda.min","X13",0.4119,NA,NA,0.4119,0.0406,0.0167475151848917,0.0167475151848917,0.0406591774335802,0.0406591774335802,0.901432386501578,0.3713
250,0.7,"Elastic Net lambda.min","X14",0.4116,NA,NA,0.4116,0.0412,0.0152807649907955,0.0152807649907955,0.0371252793751107,0.0371252793751107,0.899902818270165,0.3704
250,0.7,"Elastic Net lambda.min","X15",0.4077,NA,NA,0.4077,0.0385,0.014781304087517,0.014781304087517,0.0362553448307996,0.0362553448307996,0.905567819475104,0.3692
250,0.7,"Elastic Net lambda.min","X16",0.4104,NA,NA,0.4104,0.0403,0.0160871550467498,0.0160871550467498,0.0391987208741466,0.0391987208741466,0.901803118908382,0.3701
250,0.7,"Elastic Net lambda.min","X17",0.4078,NA,NA,0.4078,0.0413,0.0153810941953366,0.0153810941953366,0.0377172491303005,0.0377172491303005,0.898724865129966,0.3665
250,0.7,"Elastic Net lambda.min","X18",0.413,NA,NA,0.413,0.0382,0.0154295013462286,0.0154295013462286,0.0373595674242823,0.0373595674242823,0.907506053268765,0.3748
250,0.7,"Elastic Net lambda.min","X19",0.4061,NA,NA,0.4061,0.0383,0.0173842186995191,0.0173842186995191,0.042807728883327,0.042807728883327,0.9056882541246,0.3678
250,0.7,"Elastic Net lambda.min","X2",0.9957,0.9957,0.00429999999999997,NA,NA,0.286336822266261,-0.0469965110670724,0.287573387833947,-0.0457599454993864,0.92839208596967,0.9244
250,0.7,"Elastic Net lambda.min","X20",0.4098,NA,NA,0.4098,0.037,0.0163706837778694,0.0163706837778694,0.0399479838405792,0.0399479838405792,0.90971205466081,0.3728
250,0.7,"Elastic Net lambda.min","X3",0.9999,0.9999,9.9999999999989e-05,NA,NA,0.452104054692669,-0.0478959453073306,0.452149269619631,-0.0478507303803687,0.921692169216922,0.9216
250,0.7,"Elastic Net lambda.min","X4",1,1,0,NA,NA,0.6202453363643,-0.0464213303023664,0.6202453363643,-0.0464213303023664,0.924,0.924
250,0.7,"Elastic Net lambda.min","X5",1,1,0,NA,NA,0.785996694588585,-0.0473366387447483,0.785996694588585,-0.0473366387447483,0.9216,0.9216
250,0.7,"Elastic Net lambda.min","X6",0.4136,NA,NA,0.4136,0.0373,0.0169488155588635,0.0169488155588635,0.0409787610223973,0.0409787610223973,0.909816247582205,0.3763
250,0.7,"Elastic Net lambda.min","X7",0.4055,NA,NA,0.4055,0.0402,0.0152790334046575,0.0152790334046575,0.0376794905170344,0.0376794905170344,0.900863131935882,0.3653
250,0.7,"Elastic Net lambda.min","X8",0.4025,NA,NA,0.4025,0.0408,0.0167295243729318,0.0167295243729318,0.0415640357091473,0.0415640357091473,0.898633540372671,0.3617
250,0.7,"Elastic Net lambda.min","X9",0.4056,NA,NA,0.4056,0.0382,0.0152215277471821,0.0152215277471821,0.0375284214674114,0.0375284214674114,0.905818540433925,0.3674
250,0.7,"LASSO lambda.1se","X1",0.7198,0.7198,0.2802,NA,NA,0.118193177279016,-0.048473489387651,0.164202802554898,-0.0024638641117685,0.988469019171992,0.7115
250,0.7,"LASSO lambda.1se","X10",0.1943,NA,NA,0.1943,0.0093,0.0203276580906754,0.0203276580906754,0.104619959293234,0.104619959293234,0.952135872362326,0.185
250,0.7,"LASSO lambda.1se","X11",0.1993,NA,NA,0.1993,0.0097,0.0207438785123174,0.0207438785123174,0.104083685460699,0.104083685460699,0.951329653788259,0.1896
250,0.7,"LASSO lambda.1se","X12",0.202,NA,NA,0.202,0.0095,0.0211074190589338,0.0211074190589338,0.104492173559078,0.104492173559078,0.952970297029703,0.1925
250,0.7,"LASSO lambda.1se","X13",0.2005,NA,NA,0.2005,0.0087,0.0208504777004697,0.0208504777004697,0.103992407483639,0.103992407483639,0.956608478802992,0.1918
250,0.7,"LASSO lambda.1se","X14",0.1991,NA,NA,0.1991,0.0084,0.0207226329985565,0.0207226329985565,0.104081531886271,0.104081531886271,0.95781014565545,0.1907
250,0.7,"LASSO lambda.1se","X15",0.1906,NA,NA,0.1906,0.0075,0.0196000232453918,0.0196000232453918,0.102833280406043,0.102833280406043,0.960650577124869,0.1831
250,0.7,"LASSO lambda.1se","X16",0.198,NA,NA,0.198,0.0085,0.020766359689573,0.020766359689573,0.104880604492793,0.104880604492793,0.957070707070707,0.1895
250,0.7,"LASSO lambda.1se","X17",0.1995,NA,NA,0.1995,0.0092,0.0208602116667832,0.0208602116667832,0.104562464495154,0.104562464495154,0.953884711779449,0.1903
250,0.7,"LASSO lambda.1se","X18",0.1982,NA,NA,0.1982,0.0083,0.0201863804136451,0.0201863804136451,0.101848538918492,0.101848538918492,0.958123107971746,0.1899
250,0.7,"LASSO lambda.1se","X19",0.2021,NA,NA,0.2021,0.0085,0.0208393899597086,0.0208393899597086,0.10311425017174,0.10311425017174,0.95794161306284,0.1936
250,0.7,"LASSO lambda.1se","X2",0.9803,0.9803,0.0197000000000001,NA,NA,0.274273094283944,-0.0590602390493893,0.279784855946082,-0.0535484773872515,0.934509843925329,0.9161
250,0.7,"LASSO lambda.1se","X20",0.1954,NA,NA,0.1954,0.0082,0.0202235855021866,0.0202235855021866,0.103498390492255,0.103498390492255,0.958034800409417,0.1872
250,0.7,"LASSO lambda.1se","X3",0.9996,0.9996,0.000399999999999956,NA,NA,0.440497905019407,-0.0595020949805929,0.440674174689283,-0.0593258253107172,0.913765506202481,0.9134
250,0.7,"LASSO lambda.1se","X4",1,1,0,NA,NA,0.608391697171859,-0.058274969494808,0.608391697171859,-0.058274969494808,0.9109,0.9109
250,0.7,"LASSO lambda.1se","X5",1,1,0,NA,NA,0.774486673745368,-0.058846659587965,0.774486673745368,-0.058846659587965,0.9135,0.9135
250,0.7,"LASSO lambda.1se","X6",0.2,NA,NA,0.2,0.0074,0.0205885167455975,0.0205885167455975,0.102942583727988,0.102942583727988,0.963,0.1926
250,0.7,"LASSO lambda.1se","X7",0.1969,NA,NA,0.1969,0.0083,0.0205514035496854,0.0205514035496854,0.104374827575853,0.104374827575853,0.957846622651092,0.1886
250,0.7,"LASSO lambda.1se","X8",0.1983,NA,NA,0.1983,0.0099,0.0207129153178383,0.0207129153178383,0.104452422177702,0.104452422177702,0.950075642965204,0.1884
250,0.7,"LASSO lambda.1se","X9",0.1986,NA,NA,0.1986,0.0077,0.0204389041934818,0.0204389041934818,0.102914925445528,0.102914925445528,0.96122860020141,0.1909
250,0.7,"LASSO lambda.min","X1",0.8311,0.8311,0.1689,NA,NA,0.130883539759791,-0.0357831269068761,0.15748230027649,-0.00918436639017704,0.981710985440982,0.8159
250,0.7,"LASSO lambda.min","X10",0.3538,NA,NA,0.3538,0.0365,0.0164755471530918,0.0164755471530918,0.0465674029199881,0.0465674029199881,0.896834369700396,0.3173
250,0.7,"LASSO lambda.min","X11",0.3531,NA,NA,0.3531,0.0366,0.0175610511452109,0.0175610511452109,0.0497339313090084,0.0497339313090084,0.896346644010195,0.3165
250,0.7,"LASSO lambda.min","X12",0.3581,NA,NA,0.3581,0.0351,0.0178914687867519,0.0178914687867519,0.0499622138697346,0.0499622138697346,0.901982686400447,0.323
250,0.7,"LASSO lambda.min","X13",0.3565,NA,NA,0.3565,0.0366,0.0176505375576736,0.0176505375576736,0.0495106242851993,0.0495106242851993,0.897335203366059,0.3199
250,0.7,"LASSO lambda.min","X14",0.3555,NA,NA,0.3555,0.0365,0.0161960284092688,0.0161960284092688,0.0455584484086323,0.0455584484086323,0.89732770745429,0.319
250,0.7,"LASSO lambda.min","X15",0.3509,NA,NA,0.3509,0.0347,0.0157591098328389,0.0157591098328389,0.0449105438382415,0.0449105438382415,0.901111427757196,0.3162
250,0.7,"LASSO lambda.min","X16",0.3554,NA,NA,0.3554,0.0371,0.0166241396629352,0.0166241396629352,0.0467758572395474,0.0467758572395474,0.895610579628587,0.3183
250,0.7,"LASSO lambda.min","X17",0.3542,NA,NA,0.3542,0.0361,0.016345528057773,0.016345528057773,0.0461477359056267,0.0461477359056267,0.898080180688876,0.3181
250,0.7,"LASSO lambda.min","X18",0.3569,NA,NA,0.3569,0.0353,0.0163659538052244,0.0163659538052244,0.0458558526344196,0.0458558526344196,0.901092743065284,0.3216
250,0.7,"LASSO lambda.min","X19",0.3528,NA,NA,0.3528,0.0341,0.0178526940236928,0.0178526940236928,0.0506028742168165,0.0506028742168165,0.903344671201814,0.3187
250,0.7,"LASSO lambda.min","X2",0.9924,0.9924,0.00760000000000005,NA,NA,0.284111495180625,-0.0492218381527084,0.286287278497204,-0.0470460548361297,0.928456267634019,0.9214
250,0.7,"LASSO lambda.min","X20",0.351,NA,NA,0.351,0.0346,0.0171112266162075,0.0171112266162075,0.0487499333795086,0.0487499333795086,0.901424501424501,0.3164
250,0.7,"LASSO lambda.min","X3",0.9998,0.9998,0.000199999999999978,NA,NA,0.449768551780596,-0.0502314482194042,0.449858523485293,-0.0501414765147071,0.919383876775355,0.9192
250,0.7,"LASSO lambda.min","X4",1,1,0,NA,NA,0.618051577731922,-0.0486150889347449,0.618051577731922,-0.0486150889347449,0.9199,0.9199
250,0.7,"LASSO lambda.min","X5",1,1,0,NA,NA,0.783913155524587,-0.0494201778087466,0.783913155524587,-0.0494201778087466,0.9199,0.9199
250,0.7,"LASSO lambda.min","X6",0.3559,NA,NA,0.3559,0.0343,0.0176053049692293,0.0176053049692293,0.0494669990706078,0.0494669990706078,0.903624613655521,0.3216
250,0.7,"LASSO lambda.min","X7",0.3507,NA,NA,0.3507,0.0364,0.0159140893391732,0.0159140893391732,0.0453780705422675,0.0453780705422675,0.896207584830339,0.3143
250,0.7,"LASSO lambda.min","X8",0.3477,NA,NA,0.3477,0.0357,0.0179438842504249,0.0179438842504249,0.0516073748933704,0.0516073748933704,0.89732528041415,0.312
250,0.7,"LASSO lambda.min","X9",0.3531,NA,NA,0.3531,0.0324,0.0166621341672077,0.0166621341672077,0.0471881454749581,0.0471881454749581,0.908241291418862,0.3207
500,0,"AIC","X1",0.9891,0.9891,0.0109,NA,NA,0.16601851442738,-0.000648152239286484,0.167848058262441,0.00118139159577412,0.954402992619553,0.944
500,0,"AIC","X10",0.1692,NA,NA,0.1692,0.0516,0.000258814724577196,0.000258814724577196,0.00152963785211109,0.00152963785211109,0.695035460992908,0.1176
500,0,"AIC","X11",0.169,NA,NA,0.169,0.0567,0.000253972363173582,0.000253972363173582,0.00150279504836439,0.00150279504836439,0.664497041420118,0.1123
500,0,"AIC","X12",0.1736,NA,NA,0.1736,0.0516,0.000272027301037752,0.000272027301037752,0.00156697754054005,0.00156697754054005,0.702764976958525,0.122
500,0,"AIC","X13",0.1677,NA,NA,0.1677,0.0515,-0.000294905504715373,-0.000294905504715373,-0.00175853014141546,-0.00175853014141546,0.692903995229577,0.1162
500,0,"AIC","X14",0.1614,NA,NA,0.1614,0.0514,-0.00013550096444523,-0.00013550096444523,-0.000839535095695354,-0.000839535095695354,0.681536555142503,0.11
500,0,"AIC","X15",0.1572,NA,NA,0.1572,0.0533,-0.000342228882127978,-0.000342228882127978,-0.00217702851226449,-0.00217702851226449,0.660941475826972,0.1039
500,0,"AIC","X16",0.1653,NA,NA,0.1653,0.0534,-7.0801463819634e-05,-7.0801463819634e-05,-0.000428321015242795,-0.000428321015242795,0.676950998185118,0.1119
500,0,"AIC","X17",0.1627,NA,NA,0.1627,0.0487,-0.000234104181317971,-0.000234104181317971,-0.00143887019863534,-0.00143887019863534,0.700676090964966,0.114
500,0,"AIC","X18",0.1718,NA,NA,0.1718,0.0532,-0.00043275794534437,-0.00043275794534437,-0.00251896359338982,-0.00251896359338982,0.690337601862631,0.1186
500,0,"AIC","X19",0.1604,NA,NA,0.1604,0.0531,0.000184214012352577,0.000184214012352577,0.00114846641117566,0.00114846641117566,0.668952618453865,0.1073
500,0,"AIC","X2",1,1,0,NA,NA,0.333200729662834,-0.000132603670498963,0.333200729662834,-0.000132603670498963,0.9454,0.9454
500,0,"AIC","X20",0.1593,NA,NA,0.1593,0.0501,-0.000335269140913399,-0.000335269140913399,-0.00210463993040426,-0.00210463993040426,0.685499058380414,0.1092
500,0,"AIC","X3",1,1,0,NA,NA,0.500371765447075,0.000371765447074792,0.500371765447075,0.000371765447074792,0.9481,0.9481
500,0,"AIC","X4",1,1,0,NA,NA,0.666926124451586,0.000259457784919302,0.666926124451586,0.000259457784919302,0.9461,0.9461
500,0,"AIC","X5",1,1,0,NA,NA,0.832405497774251,-0.000927835559082191,0.832405497774251,-0.000927835559082191,0.9435,0.9435
500,0,"AIC","X6",0.1669,NA,NA,0.1669,0.0534,-2.68835916757131e-05,-2.68835916757131e-05,-0.000161076043593248,-0.000161076043593248,0.680047932893948,0.1135
500,0,"AIC","X7",0.1629,NA,NA,0.1629,0.0546,0.000475904938413862,0.000475904938413862,0.00292145450223366,0.00292145450223366,0.664825046040516,0.1083
500,0,"AIC","X8",0.1609,NA,NA,0.1609,0.0497,-0.000146874083471431,-0.000146874083471431,-0.000912828362159301,-0.000912828362159301,0.6911124922312,0.1112
500,0,"AIC","X9",0.1621,NA,NA,0.1621,0.0458,-3.58272116267962e-05,-3.58272116267962e-05,-0.000221019195723604,-0.000221019195723604,0.717458359037631,0.1163
500,0,"BIC","X1",0.8849,0.8849,0.1151,NA,NA,0.156137293244329,-0.0105293734223376,0.176446257480313,0.00977959081364648,0.968923042151656,0.8574
500,0,"BIC","X10",0.0133,NA,NA,0.0133,0.0133,3.59144977361233e-05,3.59144977361233e-05,0.00270033817564837,0.00270033817564837,0,0
500,0,"BIC","X11",0.015,NA,NA,0.015,0.015,8.89352813204641e-05,8.89352813204641e-05,0.00592901875469761,0.00592901875469761,0,0
500,0,"BIC","X12",0.0148,NA,NA,0.0148,0.0148,-0.00024423559933259,-0.00024423559933259,-0.0165024053603101,-0.0165024053603101,0,0
500,0,"BIC","X13",0.0135,NA,NA,0.0135,0.0135,4.29499360212176e-05,4.29499360212176e-05,0.00318147674231241,0.00318147674231241,0,0
500,0,"BIC","X14",0.0146,NA,NA,0.0146,0.0146,5.88201981664556e-05,5.88201981664556e-05,0.00402878069633258,0.00402878069633258,0,0
500,0,"BIC","X15",0.014,NA,NA,0.014,0.014,-7.60856172677204e-06,-7.60856172677204e-06,-0.000543468694769432,-0.000543468694769432,0,0
500,0,"BIC","X16",0.0139,NA,NA,0.0139,0.0139,3.94183000608895e-05,3.94183000608895e-05,0.00283584892524385,0.00283584892524385,0,0
500,0,"BIC","X17",0.0122,NA,NA,0.0122,0.0122,-0.000155926399080632,-0.000155926399080632,-0.0127808523836584,-0.0127808523836584,0,0
500,0,"BIC","X18",0.0136,NA,NA,0.0136,0.0136,5.74876248269544e-05,5.74876248269544e-05,0.00422703123727605,0.00422703123727605,0,0
500,0,"BIC","X19",0.014,NA,NA,0.014,0.014,0.000425450757154615,0.000425450757154615,0.0303893397967582,0.0303893397967582,0,0
500,0,"BIC","X2",1,1,0,NA,NA,0.333177123533873,-0.000156209799460314,0.333177123533873,-0.000156209799460314,0.9488,0.9488
500,0,"BIC","X20",0.0127,NA,NA,0.0127,0.0127,-0.000106134550512236,-0.000106134550512236,-0.0083570512214359,-0.0083570512214359,0,0
500,0,"BIC","X3",1,1,0,NA,NA,0.500460880403627,0.000460880403626809,0.500460880403627,0.000460880403626809,0.9485,0.9485
500,0,"BIC","X4",1,1,0,NA,NA,0.66693944453871,0.000272777872042999,0.66693944453871,0.000272777872042999,0.9479,0.9479
500,0,"BIC","X5",1,1,0,NA,NA,0.832365625642529,-0.000967707690803898,0.832365625642529,-0.000967707690803898,0.9474,0.9474
500,0,"BIC","X6",0.0138,NA,NA,0.0138,0.0138,4.34853503400278e-05,4.34853503400278e-05,0.00315111234348027,0.00315111234348027,0,0
500,0,"BIC","X7",0.014,NA,NA,0.014,0.014,0.000448495201231555,0.000448495201231555,0.0320353715165397,0.0320353715165397,0,0
500,0,"BIC","X8",0.0112,NA,NA,0.0112,0.0112,-3.31989318324725e-05,-3.31989318324725e-05,-0.00296419034218504,-0.00296419034218504,0,0
500,0,"BIC","X9",0.0122,NA,NA,0.0122,0.0122,8.53720073670353e-05,8.53720073670353e-05,0.00699770552188814,0.00699770552188814,0,0
500,0,"Backward p-value","X1",0.9956,0.9956,0.00439999999999996,NA,NA,0.1664063587958,-0.000260307870866784,0.167141782639413,0.000475115972746634,0.948875050220972,0.9447
500,0,"Backward p-value","X10",0.3141,NA,NA,0.3141,0.0523,0.000221292201923966,0.000221292201923966,0.000704527863495595,0.000704527863495595,0.833492518306272,0.2618
500,0,"Backward p-value","X11",0.3081,NA,NA,0.3081,0.056,0.000309557438418993,0.000309557438418993,0.00100473040707236,0.00100473040707236,0.818240830899059,0.2521
500,0,"Backward p-value","X12",0.3112,NA,NA,0.3112,0.0521,9.50806528516845e-05,9.50806528516845e-05,0.000305529090140374,0.000305529090140374,0.832583547557841,0.2591
500,0,"Backward p-value","X13",0.3115,NA,NA,0.3115,0.051,-0.000141261930601298,-0.000141261930601298,-0.000453489343824391,-0.000453489343824391,0.836276083467095,0.2605
500,0,"Backward p-value","X14",0.306,NA,NA,0.306,0.052,-0.000256922382210203,-0.000256922382210203,-0.000839615628137918,-0.000839615628137918,0.830065359477124,0.254
500,0,"Backward p-value","X15",0.3051,NA,NA,0.3051,0.0543,-0.000254712179991725,-0.000254712179991725,-0.000834848180897165,-0.000834848180897165,0.822025565388397,0.2508
500,0,"Backward p-value","X16",0.305,NA,NA,0.305,0.0549,-9.57033107360396e-05,-9.57033107360396e-05,-0.00031378134667554,-0.00031378134667554,0.82,0.2501
500,0,"Backward p-value","X17",0.3006,NA,NA,0.3006,0.0507,-0.000103952097684103,-0.000103952097684103,-0.000345815361557228,-0.000345815361557228,0.831337325349301,0.2499
500,0,"Backward p-value","X18",0.3101,NA,NA,0.3101,0.053,-0.000381098960499357,-0.000381098960499357,-0.00122895504836942,-0.00122895504836942,0.829087391164141,0.2571
500,0,"Backward p-value","X19",0.3034,NA,NA,0.3034,0.0538,0.000124804715515278,0.000124804715515278,0.000411353709674615,0.000411353709674615,0.822676334871457,0.2496
500,0,"Backward p-value","X2",1,1,0,NA,NA,0.333187070757137,-0.000146262576195828,0.333187070757137,-0.000146262576195828,0.9463,0.9463
500,0,"Backward p-value","X20",0.3002,NA,NA,0.3002,0.0512,-0.000424227188602811,-0.000424227188602811,-0.00141314852965627,-0.00141314852965627,0.829447035309793,0.249
500,0,"Backward p-value","X3",1,1,0,NA,NA,0.5003321065484,0.0003321065484002,0.5003321065484,0.0003321065484002,0.9479,0.9479
500,0,"Backward p-value","X4",1,1,0,NA,NA,0.666931009080372,0.000264342413705243,0.666931009080372,0.000264342413705243,0.946,0.946
500,0,"Backward p-value","X5",1,1,0,NA,NA,0.832403007797904,-0.000930325535429701,0.832403007797904,-0.000930325535429701,0.9431,0.9431
500,0,"Backward p-value","X6",0.3036,NA,NA,0.3036,0.0533,3.20083739575105e-05,3.20083739575105e-05,0.000105429426737518,0.000105429426737518,0.824440052700922,0.2503
500,0,"Backward p-value","X7",0.3062,NA,NA,0.3062,0.054,0.000341033384971705,0.000341033384971705,0.00111376023831386,0.00111376023831386,0.823644676681907,0.2522
500,0,"Backward p-value","X8",0.3033,NA,NA,0.3033,0.0503,-0.00040957659411027,-0.00040957659411027,-0.00135040090375955,-0.00135040090375955,0.834157599736235,0.253
500,0,"Backward p-value","X9",0.3006,NA,NA,0.3006,0.0471,-0.000222647275833413,-0.000222647275833413,-0.00074067623364409,-0.00074067623364409,0.843313373253493,0.2535
500,0,"Elastic Net lambda.1se","X1",0.9172,0.9172,0.0828,NA,NA,0.158694708371862,-0.00797195829480465,0.17302083337534,0.00635416670867351,0.967836894897514,0.8877
500,0,"Elastic Net lambda.1se","X10",0.0501,NA,NA,0.0501,0.0356,0.000266778757877199,0.000266778757877199,0.00532492530693011,0.00532492530693011,0.289421157684631,0.0145
500,0,"Elastic Net lambda.1se","X11",0.0529,NA,NA,0.0529,0.0382,1.57388112326711e-05,1.57388112326711e-05,0.000297520061109095,0.000297520061109095,0.277882797731569,0.0147
500,0,"Elastic Net lambda.1se","X12",0.0494,NA,NA,0.0494,0.0342,-0.000165533427780963,-0.000165533427780963,-0.0033508791048778,-0.0033508791048778,0.307692307692308,0.0152
